"buyer_product_id","buyer_id","product_id"
"684","432","55"
"685","433","2"
"688","436","55"
"691","439","48"
"692","440","55"
"693","441","57"
"694","442","4"
"695","442","3"
"696","443","48"
"697","444","55"
"700","447","48"
"701","448","58"
"702","449","55"
"703","450","55"
"704","451","47"
"705","452","55"
"706","454","48"
"707","455","57"
"708","456","55"
"709","457","1"
"710","458","55"
"711","459","47"
"712","460","55"
"713","461","47"
"715","463","4"
"716","464","57"
"717","465","2"
"718","466","47"
"719","467","47"
"720","468","55"
"721","469","55"
"722","470","48"
"723","471","2"
"724","471","6"
"725","472","48"
"726","473","2"
"727","474","1"
"728","475","48"
"729","476","55"
"730","477","55"
"731","478","2"
"733","480","55"
"734","481","56"
"735","482","13"
"736","483","48"
"737","484","55"
"739","486","4"
"740","487","4"
"741","488","55"
"742","489","55"
"743","490","55"
"744","491","48"
"745","492","48"
"746","493","48"
"749","495","44"
"750","496","26"
"751","497","25"
"764","511","25"
"775","525","25"
"776","526","25"
"777","527","25"
"778","528","25"
"779","529","25"
"780","530","25"
"781","531","24"
"782","532","24"
"783","533","24"
"784","534","24"
"785","535","24"
"786","536","24"
"787","537","24"
"788","539","24"
"789","540","24"
"790","541","24"
"791","542","24"
"792","543","24"
"793","544","24"
"794","545","24"
"795","546","24"
"796","547","12"
"797","548","21"
"798","549","21"
"799","550","2"
"800","551","3"
"801","552","1"
"802","553","2"
"805","555","2"
"806","556","2"
"807","557","2"
"808","558","2"
"809","559","2"
"810","560","2"
"811","561","2"
"812","561","5"
"813","562","2"
"814","562","5"
"815","563","2"
"816","564","2"
"817","565","2"
"818","566","2"
"819","567","2"
"820","568","2"
"821","569","2"
"822","570","40"
"823","570","2"
"824","570","59"
"825","571","40"
"826","571","2"
"827","571","59"
"831","572","40"
"832","572","26"
"833","572","2"
"834","572","59"
"835","572","21"
"836","572","17"
"837","573","12"
"838","574","12"
"839","575","12"
"840","576","24"
"841","498","24"
"842","499","24"
"843","499","25"
"844","500","24"
"845","500","25"
"846","501","24"
"847","501","25"
"848","502","24"
"849","503","24"
"850","504","24"
"851","505","24"
"852","506","24"
"853","507","24"
"854","508","24"
"855","509","24"
"857","512","24"
"858","513","24"
"859","514","24"
"860","515","24"
"861","516","24"
"862","517","24"
"863","518","24"
"864","519","24"
"865","520","24"
"867","521","24"
"870","523","24"
"871","524","24"
"872","577","12"
"873","578","10"
"875","579","31"
"876","579","20"
"877","580","51"
"878","581","24"
"879","582","24"
"880","583","12"
"881","584","11"
"882","585","2"
"883","585","59"
"884","586","2"
"885","586","59"
"886","587","2"
"887","587","59"
"888","588","2"
"889","588","59"
"890","589","2"
"891","589","59"
"892","590","2"
"893","590","59"
"894","591","2"
"895","591","59"
"898","592","2"
"899","592","59"
"900","592","11"
"904","594","11"
"905","595","2"
"906","595","59"
"907","596","2"
"908","596","59"
"909","598","21"
"910","598","20"
"911","598","19"
"912","599","11"
"913","600","10"
"914","604","12"
"915","604","17"
"916","605","55"
"917","605","58"
"918","606","48"
"919","606","55"
"920","606","56"
"921","606","49"
"922","607","21"
"923","607","20"
"924","607","17"
"925","607","19"
"926","608","48"
"927","608","55"
"928","608","56"
"929","608","49"
"930","608","57"
"931","608","47"
"932","608","58"
"933","608","46"
"934","609","48"
"935","609","55"
"936","609","49"
"937","609","58"
"938","610","11"
"939","610","12"
"940","610","20"
"941","610","17"
"942","610","19"
"943","611","11"
"944","612","21"
"945","612","20"
"946","612","17"
"947","612","19"
"948","613","48"
"949","613","55"
"950","614","48"
"951","614","55"
"952","614","56"
"953","614","49"
"954","615","9"
"955","615","23"
"956","615","13"
"957","615","11"
"958","615","18"
"959","615","21"
"960","615","12"
"961","615","25"
"962","615","20"
"963","615","17"
"964","615","19"
"965","616","9"
"966","616","23"
"967","616","13"
"968","616","18"
"969","616","21"
"970","616","20"
"971","616","17"
"972","616","19"
"973","617","9"
"974","617","23"
"975","617","13"
"976","617","11"
"977","617","18"
"978","617","21"
"979","617","12"
"980","617","25"
"981","617","10"
"982","617","20"
"983","617","17"
"984","617","19"
"985","618","23"
"986","618","11"
"987","618","21"
"988","618","12"
"989","618","25"
"990","618","17"
"991","618","19"
"992","619","9"
"993","619","23"
"994","619","13"
"995","619","11"
"996","619","18"
"997","619","21"
"998","619","12"
"999","619","25"
"1000","619","10"
"1001","619","20"
"1002","619","17"
"1003","619","19"
"1004","620","26"
"1005","620","11"
"1006","620","18"
"1007","620","21"
"1008","620","12"
"1009","620","25"
"1010","620","70"
"1011","620","17"
"1012","620","19"
"1015","623","17"
"1016","624","55"
"1017","625","71"
"1021","628","41"
"1022","628","20"
"1023","628","17"
"1024","628","19"
"1025","629","24"
"1026","627","11"
"1027","627","17"
"1028","628","18"
"1029","628","12"
"1030","628","17"
"1031","629","18"
"1032","629","12"
"1033","629","17"
"1034","630","24"
"1035","632","24"
"1036","633","17"
"1037","634","17"
"1038","635","35"
"1039","635","37"
"1040","635","4"
"1041","635","3"
"1042","635","2"
"1043","636","17"
"1044","637","17"
"1045","638","17"
"1046","639","17"
"1047","640","55"
"1048","641","12"
"1049","642","12"
"1050","643","18"
"1051","644","24"
"1052","645","21"
"1053","645","12"
"1054","645","17"
"1057","647","18"
"1058","647","17"
"1059","647","71"
"1060","648","12"
"1061","648","17"
"1063","650","11"
"1064","650","21"
"1065","650","20"
"1066","650","17"
"1067","650","71"
"1068","651","76"
"1069","652","76"
"1070","653","76"
"1071","654","76"
"1072","655","76"
"1073","656","76"
"1074","657","76"
"1075","658","76"
"1076","659","76"
"1077","660","76"
"1078","661","76"
"1079","662","76"
"1080","663","76"
"1081","664","76"
"1082","665","76"
"1083","666","76"
"1084","667","76"
"1085","668","76"
"1086","669","76"
"1087","670","76"
"1088","671","76"
"1090","673","76"
"1091","674","76"
"1092","675","76"
"1093","676","76"
"1094","677","76"
"1095","678","76"
"1096","679","76"
"1097","680","76"
"1098","681","76"
"1099","682","76"
"1102","685","17"
"1103","686","17"
"1104","687","17"
"1107","690","17"
"1108","691","17"
"1110","693","17"
"1111","694","17"
"1113","696","17"
"1114","697","76"
"1115","698","76"
"1116","699","76"
"1117","700","76"
"1118","701","76"
"1119","702","76"
"1120","703","76"
"1121","704","76"
"1122","705","76"
"1123","706","76"
"1124","707","76"
"1125","708","76"
"1126","709","76"
"1127","710","77"
"1128","711","77"
"1129","712","77"
"1130","713","77"
"1131","714","77"
"1132","715","77"
"1133","716","77"
"1134","717","77"
"1135","718","77"
"1136","719","77"
"1137","720","77"
"1138","721","77"
"1139","722","77"
"1140","723","77"
"1141","724","77"
"1142","725","77"
"1145","727","13"
"1146","727","17"
"1147","728","13"
"1148","729","13"
"1149","729","17"
"1150","730","11"
"1151","730","17"
"1152","731","9"
"1153","731","13"
"1154","731","12"
"1155","732","17"
"1156","733","17"
"1157","734","18"
"1158","734","17"
"1159","735","17"
"1160","736","17"
"1163","739","17"
"1164","740","17"
"1165","741","78"
"1166","742","12"
"1167","743","17"
"1168","744","11"
"1169","745","12"
"1170","745","17"
"1171","746","12"
"1172","746","73"
"1173","747","12"
"1174","747","73"
"1175","748","12"
"1176","748","17"
"1177","748","71"
"1178","749","12"
"1179","749","73"
"1180","750","12"
"1181","751","12"
"1182","752","12"
"1183","752","17"
"1184","753","17"
"1185","754","12"
"1186","754","17"
"1187","755","17"
"1188","756","17"
"1189","757","17"
"1190","758","17"
"1191","759","73"
"1192","760","12"
"1193","761","12"
"1194","762","17"
"1195","763","12"
"1197","765","17"
"1198","766","12"
"1199","767","12"
"1200","768","17"
"1201","769","12"
"1202","770","17"
"1204","772","17"
"1207","775","12"
"1208","776","12"
"1209","777","17"
"1210","778","17"
"1211","779","17"
"1212","780","17"
"1213","781","17"
"1214","782","17"
"1215","783","17"
"1216","784","17"
"1217","785","17"
"1218","786","17"
"1219","787","17"
"1220","788","12"
"1221","789","17"
"1222","790","17"
"1223","791","12"
"1224","792","17"
"1225","793","17"
"1227","795","17"
"1228","796","17"
"1229","797","17"
"1231","799","12"
"1232","800","12"
"1233","801","12"
"1234","802","9"
"1242","807","12"
"1243","808","11"
"1244","809","36"
"1245","809","2"
"1246","809","59"
"1247","810","17"
"1248","811","17"
"1249","812","17"
"1250","813","11"
"1251","814","17"
"1252","815","60"
"1253","816","17"
"1254","817","17"
"1255","818","4"
"1256","819","17"
"1257","820","17"
"1258","822","65"
"1259","822","12"
"1260","822","17"
"1261","823","17"
"1265","825","60"
"1266","826","17"
"1267","827","17"
"1268","829","9"
"1269","32","75"
"1270","32","17"
"1275","68","26"
"1276","68","12"
"1280","376","12"
"1281","376","15"
"1282","376","19"
"1283","105","12"
"1284","105","20"
"1285","192","11"
"1286","192","20"
"1287","798","11"
"1288","798","12"
"1289","306","11"
"1290","306","25"
"1291","340","12"
"1292","340","20"
"1293","340","17"
"1294","211","12"
"1295","211","73"
"1296","211","20"
"1297","211","17"
"1298","229","26"
"1299","229","11"
"1301","209","11"
"1302","824","11"
"1303","824","21"
"1304","824","25"
"1305","824","20"
"1306","61","31"
"1307","61","12"
"1308","200","11"
"1309","200","12"
"1310","200","10"
"1311","200","17"
"1312","200","19"
"1313","12","17"
"1314","830","12"
"1315","831","12"
"1319","121","17"
"1320","832","12"
"1322","833","12"
"1324","834","12"
"1325","2","17"
"1326","835","12"
"1327","836","12"
"1328","837","12"
"1329","838","12"
"1330","839","12"
"1331","840","13"
"1332","840","18"
"1333","840","21"
"1334","840","12"
"1335","840","10"
"1336","840","17"
"1337","841","12"
"1338","842","66"
"1339","842","13"
"1340","842","18"
"1341","842","21"
"1342","842","12"
"1343","842","10"
"1344","842","20"
"1345","842","17"
"1346","843","12"
"1347","844","78"
"1348","844","13"
"1349","844","18"
"1350","844","21"
"1351","844","12"
"1352","844","10"
"1353","844","17"
"1354","845","12"
"1355","846","12"
"1356","847","12"
"1357","848","12"
"1359","850","12"
"1360","851","12"
"1361","852","12"
"1362","393","11"
"1363","393","12"
"1364","393","25"
"1365","764","12"
"1366","764","17"
"1367","853","12"
"1368","854","12"
"1369","855","12"
"1370","855","25"
"1373","858","12"
"1375","860","12"
"1376","861","12"
"1377","862","12"
"1378","863","12"
"1379","864","12"
"1380","865","12"
"1381","866","12"
"1382","867","12"
"1383","868","12"
"1384","869","12"
"1385","870","12"
"1386","871","12"
"1388","873","12"
"1389","874","12"
"1390","875","12"
"1391","876","12"
"1392","877","12"
"1393","878","12"
"1394","879","12"
"1395","880","12"
"1396","881","12"
"1397","882","12"
"1398","883","12"
"1399","884","12"
"1400","885","12"
"1401","886","12"
"1402","887","12"
"1403","888","12"
"1404","889","12"
"1405","890","12"
"1406","891","12"
"1407","892","12"
"1408","893","12"
"1409","894","12"
"1410","895","12"
"1411","896","12"
"1412","897","12"
"1413","898","12"
"1414","899","12"
"1415","900","12"
"1416","901","12"
"1417","902","12"
"1418","903","12"
"1419","904","12"
"1420","905","12"
"1421","906","12"
"1422","907","12"
"1423","908","12"
"1424","909","12"
"1425","910","12"
"1426","911","12"
"1427","774","12"
"1428","774","17"
"1429","773","12"
"1430","773","17"
"1431","912","12"
"1432","913","12"
"1433","914","12"
"1434","387","78"
"1435","387","2"
"1436","387","13"
"1437","387","59"
"1438","387","12"
"1439","915","17"
"1440","916","17"
"1441","917","17"
"1442","201","17"
"1444","726","11"
"1445","726","12"
"1446","726","71"
"1447","918","12"
"1448","919","12"
"1449","920","12"
"1451","922","18"
"1452","922","21"
"1453","922","12"
"1454","922","20"
"1455","922","17"
"1456","923","12"
"1457","924","12"
"1458","925","12"
"1459","926","12"
"1460","927","12"
"1461","928","12"
"1462","929","12"
"1463","930","12"
"1464","931","12"
"1465","932","12"
"1466","933","12"
"1467","934","12"
"1468","935","12"
"1469","936","12"
"1470","937","12"
"1471","938","12"
"1472","939","12"
"1473","940","12"
"1474","941","12"
"1475","227","21"
"1476","227","12"
"1477","942","12"
"1478","943","12"
"1479","944","12"
"1480","945","12"
"1481","946","12"
"1482","947","12"
"1483","948","12"
"1484","949","12"
"1485","950","12"
"1486","951","12"
"1487","952","76"
"1488","953","12"
"1489","872","12"
"1490","954","12"
"1491","859","12"
"1492","955","12"
"1493","956","12"
"1494","957","12"
"1495","958","12"
"1496","959","12"
"1497","333","48"
"1498","333","11"
"1499","333","12"
"1500","960","12"
"1501","961","66"
"1502","961","12"
"1503","962","12"
"1504","649","18"
"1505","649","12"
"1508","963","17"
"1509","964","17"
"1510","965","17"
"1511","966","17"
"1512","967","17"
"1513","968","17"
"1514","969","17"
"1515","970","17"
"1516","971","48"
"1517","971","55"
"1518","971","56"
"1519","971","49"
"1520","972","12"
"1521","973","12"
"1522","974","12"
"1523","975","12"
"1524","976","12"
"1525","977","12"
"1526","978","12"
"1527","979","12"
"1528","980","12"
"1529","981","12"
"1530","982","12"
"1531","983","12"
"1532","984","12"
"1533","985","17"
"1535","987","17"
"1536","988","17"
"1537","989","17"
"1538","990","17"
"1539","991","79"
"1540","991","18"
"1541","991","72"
"1542","991","12"
"1543","991","73"
"1544","991","10"
"1545","991","80"
"1546","991","17"
"1547","991","71"
"1548","991","15"
"1549","991","19"
"1550","992","81"
"1551","992","17"
"1552","993","17"
"1553","994","17"
"1554","995","17"
"1555","996","17"
"1556","997","17"
"1557","998","17"
"1558","999","17"
"1559","1000","17"
"1560","1001","17"
"1561","1002","17"
"1562","1003","17"
"1564","1005","17"
"1565","1006","17"
"1567","1008","17"
"1568","1009","17"
"1569","1010","17"
"1570","1011","17"
"1571","1012","17"
"1572","1013","17"
"1573","1014","17"
"1574","1015","17"
"1575","1016","17"
"1576","1017","17"
"1577","1018","17"
"1578","1019","17"
"1579","1020","17"
"1580","1021","17"
"1581","1022","17"
"1582","1023","17"
"1583","1024","17"
"1584","1025","17"
"1585","1026","17"
"1586","1027","17"
"1587","1028","17"
"1589","1030","17"
"1590","1031","17"
"1591","1032","17"
"1592","1033","17"
"1593","1034","17"
"1594","1035","17"
"1595","1036","17"
"1596","1037","17"
"1597","1038","17"
"1598","1039","17"
"1599","1040","17"
"1600","1041","17"
"1601","1042","17"
"1602","1043","17"
"1603","1044","17"
"1604","1045","17"
"1607","1048","17"
"1608","1049","17"
"1609","1050","17"
"1610","1051","17"
"1611","1052","17"
"1612","1053","17"
"1613","1054","17"
"1614","1055","17"
"1615","1056","17"
"1616","1057","17"
"1617","1058","17"
"1618","1059","17"
"1619","1060","17"
"1620","1061","17"
"1621","1062","17"
"1622","1063","17"
"1623","1064","17"
"1624","1065","17"
"1625","1066","17"
"1626","1067","17"
"1627","1068","17"
"1628","1069","17"
"1629","1070","17"
"1630","1071","17"
"1631","1072","17"
"1632","1073","17"
"1633","1074","17"
"1634","1075","17"
"1635","1076","17"
"1636","1077","17"
"1637","1078","17"
"1638","1079","17"
"1639","1080","17"
"1640","1081","17"
"1642","1083","17"
"1643","1084","11"
"1644","1085","12"
"1645","1086","12"
"1646","1087","12"
"1648","921","12"
"1649","921","10"
"1650","1089","73"
"1651","1090","63"
"1652","1090","55"
"1653","1090","12"
"1654","1091","17"
"1656","1093","29"
"1657","1094","29"
"1658","1095","29"
"1659","1096","29"
"1660","1097","29"
"1661","6","12"
"1662","6","17"
"1663","1098","12"
"1665","1100","29"
"1666","1101","29"
"1667","1102","29"
"1668","1103","29"
"1672","1106","33"
"1673","1107","33"
"1675","1109","29"
"1676","1110","33"
"1677","1111","33"
"1679","1113","33"
"1680","3","11"
"1681","3","18"
"1682","3","12"
"1683","3","17"
"1684","1047","13"
"1685","1047","17"
"1687","1114","33"
"1688","1115","33"
"1689","1116","33"
"1690","1117","33"
"1691","1118","33"
"1692","1119","33"
"1693","1120","33"
"1694","1121","33"
"1695","1122","33"
"1696","1123","33"
"1697","1124","33"
"1698","1125","33"
"1699","1126","48"
"1700","1126","55"
"1701","1126","56"
"1702","1126","49"
"1703","1126","57"
"1704","1126","47"
"1705","1126","58"
"1706","1126","46"
"1707","1127","48"
"1708","1127","55"
"1709","1127","56"
"1710","1127","49"
"1711","1127","57"
"1712","1127","47"
"1713","1127","58"
"1714","1127","46"
"1715","1127","44"
"1716","1127","69"
"1717","1128","48"
"1718","1128","55"
"1719","1128","56"
"1720","1128","49"
"1721","1128","57"
"1722","1128","58"
"1723","1128","46"
"1724","1129","48"
"1725","1129","55"
"1726","1129","56"
"1727","1129","49"
"1728","1129","57"
"1729","1129","47"
"1730","1129","58"
"1731","1129","46"
"1732","1129","44"
"1733","1129","69"
"1734","1130","48"
"1735","1130","55"
"1736","1130","56"
"1737","1130","49"
"1738","1130","57"
"1739","1130","47"
"1740","1130","58"
"1741","1130","46"
"1742","1130","68"
"1743","1130","67"
"1744","1131","48"
"1745","1131","55"
"1746","1131","56"
"1747","1131","49"
"1748","1131","57"
"1749","1131","47"
"1750","1131","58"
"1751","1131","46"
"1752","1132","48"
"1753","1132","55"
"1754","1132","56"
"1755","1133","48"
"1756","1133","55"
"1757","1133","56"
"1758","1133","49"
"1759","1133","57"
"1760","1133","47"
"1761","1133","58"
"1762","1133","46"
"1763","1134","18"
"1764","1134","72"
"1765","1134","10"
"1766","1134","41"
"1767","1134","76"
"1768","1134","17"
"1769","63","11"
"1770","63","12"
"1771","63","17"
"1772","78","12"
"1773","120","11"
"1774","120","12"
"1775","378","12"
"1776","17","79"
"1777","17","4"
"1778","17","13"
"1779","17","11"
"1780","146","11"
"1781","146","20"
"1782","1092","12"
"1783","1092","17"
"1784","80","29"
"1785","80","51"
"1786","80","81"
"1787","1135","17"
"1788","268","17"
"1789","1136","59"
"1790","1137","17"
"1791","1138","17"
"1792","1139","17"
"1793","1140","17"
"1794","1141","17"
"1795","1142","17"
"1796","1143","17"
"1797","1144","17"
"1798","1145","17"
"1799","1146","17"
"1800","1147","18"
"1801","1148","17"
"1802","1149","17"
"1803","1150","17"
"1804","1151","17"
"1805","1152","17"
"1806","1153","17"
"1807","1154","10"
"1808","1155","17"
"1809","1156","17"
"1810","1157","10"
"1811","1158","17"
"1812","1159","17"
"1813","1160","17"
"1814","1161","17"
"1815","1162","17"
"1816","1163","17"
"1817","1164","28"
"1818","1165","10"
"1819","1166","17"
"1820","1167","17"
"1821","1168","17"
"1822","1169","17"
"1823","1170","17"
"1824","1171","17"
"1825","1172","73"
"1826","1172","80"
"1827","1173","17"
"1828","1174","10"
"1829","1175","17"
"1830","1176","17"
"1831","1177","17"
"1832","1178","17"
"1833","1179","71"
"1834","1180","18"
"1835","1180","21"
"1836","1180","17"
"1837","672","76"
"1838","1088","13"
"1839","1088","12"
"1840","593","17"
